Bianca,ColourPop,Lipstick,198,143,137,$6.00,https://colourpop.com/product/bianca/,http://cdn.shopify.com/s/files/1/1338/0845/products/Ultra-Matte-Biana_2fc24b8b-9fb8-4217-aa0b-b0d4ece01973_1024x1024.png?v=1465841311
Vampira,Kat Von D,Lipstick,108,36,39,$21.00,http://www.katvondbeauty.com/lip/lipstick/studded-kiss-lipstick/40003.html?dwvar_40003_color=4040,https://www.katvondbeauty.com/on/demandware.static/-/Sites-itemmaster_KVD/default/dw2e37e337/hi-res/40003_4028.jpg?sw=550
WolvesMouth,Kat Von D,Lipstick,122,4,30,$21.00,http://www.katvondbeauty.com/lip/lipstick/studded-kiss-lipstick/40003.html?dwvar_40003_color=4040,http://demandware.edgesuite.net/aaxw_prd/on/demandware.static/-/Sites-itemmaster_KVD/default/dwff93bd2d/hi-res/40003_4027.jpg
WonderChilde,Kat Von D,Lipstick,170,69,161,$21.00,http://www.katvondbeauty.com/lip/lipstick/studded-kiss-lipstick/40003.html?dwvar_40003_color=4040,http://demandware.edgesuite.net/aaxw_prd/on/demandware.static/-/Sites-itemmaster_KVD/default/dwaf2d8dd6/hi-res/40003_4067.jpg
Thrill Seeker,Smashbox,Lipstick,231,68,37,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP16_340.jpg
Some Nerve,Smashbox,Lipstick,168,86,162,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP02_340.jpg
Shockaholic,Smashbox,Lipstick,189,36,103,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP08_340.jpg
Blast Off,Smashbox,Lipstick,203,38,72,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP17_340.jpg
Bang-Bang,Smashbox,Lipstick,204,33,39,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP18_340.jpg
Bawse,Smashbox,Lipstick,168,32,36,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP19_340.jpg
Out Loud,Smashbox,Lipstick,160,67,34,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP03_340.jpg
Let's Dance,Smashbox,Lipstick,146,52,89,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP07_340.jpg
Girl Gang,Smashbox,Lipstick,110,18,67,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP14_340.jpg
True Grit,Smashbox,Lipstick,83,37,13,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP06_340.jpg
In Demand,Smashbox,Lipstick,183,111,96,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP04_340.jpg
Stepping Out,Smashbox,Lipstick,158,92,76,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP05_340.jpg
Babe Alert,Smashbox,Lipstick,173,88,81,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP10_340.jpg
Dream Huge,Smashbox,Lipstick,175,85,97,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP11_340.jpg
Baja Bound,Smashbox,Lipstick,200,75,71,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP12_340.jpg
Driver's Seat,Smashbox,Lipstick,156,64,53,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP15_340.jpg
Big Spender,Smashbox,Lipstick,147,60,68,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP09_340.jpg
Disorderly,Smashbox,Lipstick,127,25,23,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP13_340.jpg
Miss Conduct,Smashbox,Lipstick,100,7,25,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP20_340.jpg
Chill Zone,Smashbox,Lipstick,99,89,97,$24.00,http://www.smashbox.com/product/6126/42295/Lips/Lipstick/ALWAYS-ON-LIQUID-LIPSTICK/New/index.tmpl,http://www.smashbox.com/media/images/products/340x527/SB_C2NP_SKUC2NP01_340.jpg
Let It Snow,Sephora,Eyeshadow,230,221,216,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377296,http://www.sephora.com/productimages/sku/s1425016-main-hero.jpg
Lazy Afternoon,Sephora,Eyeshadow,248,223,201,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377297,http://www.sephora.com/productimages/sku/s1425024-main-hero.jpg
Blond Surfer,Sephora,Eyeshadow,237,214,187,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377298,http://www.sephora.com/productimages/sku/s1679448-main-hero.jpg
Secret Boudoir,Sephora,Eyeshadow,239,210,191,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377299,http://www.sephora.com/productimages/sku/s1425107-main-hero.jpg
Sandcastle,Sephora,Eyeshadow,241,200,167,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377300,http://www.sephora.com/productimages/sku/s1425123-main-hero.jpg
Sunglasses Needed,Sephora,Eyeshadow,251,200,119,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377301,http://www.sephora.com/productimages/sku/s1679471-main-hero.jpg
Desert Rose,Sephora,Eyeshadow,221,190,170,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377302,http://www.sephora.com/productimages/sku/s1559293-main-hero.jpg
Strawberry Macaroon,Sephora,Eyeshadow,251,215,215,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377303,http://www.sephora.com/productimages/sku/s1424746-main-hero.jpg
N 37 Prom Queen,Sephora,Eyeshadow,230,125,152,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377304,http://www.sephora.com/productimages/sku/s1424712-main-hero.jpg
Red Carpet,Sephora,Eyeshadow,249,129,126,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377305,http://www.sephora.com/productimages/sku/s1680115-main-hero.jpg
Scented Candle,Sephora,Eyeshadow,235,203,192,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377306,http://www.sephora.com/productimages/sku/s1679596-main-hero.jpg
Skinny-dipping,Sephora,Eyeshadow,232,197,200,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377307,http://www.sephora.com/productimages/sku/s1679976-main-hero.jpg
Safari,Sephora,Eyeshadow,174,147,136,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377308,http://www.sephora.com/productimages/sku/s1559343-main-hero.jpg
Red Wine,Sephora,Eyeshadow,165,121,122,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377309,http://www.sephora.com/productimages/sku/s1680412-main-hero.jpg
After-work Drink,Sephora,Eyeshadow,178,123,195,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377310,http://www.sephora.com/productimages/sku/s1680438-main-hero.jpg
Fresh Paint!,Sephora,Eyeshadow,211,156,195,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377311,http://www.sephora.com/productimages/sku/s1680420-main-hero.jpg
Surfin USA,Sephora,Eyeshadow,145,187,230,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377312,http://www.sephora.com/productimages/sku/s1679828-main-hero.jpg
Blue Lagoon,Sephora,Eyeshadow,136,139,251,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377313,http://www.sephora.com/productimages/sku/s1679810-main-hero.jpg
Sailor Kiss,Sephora,Eyeshadow,65,61,94,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377314,http://www.sephora.com/productimages/sku/s1680453-main-hero.jpg
Military Jacket,Sephora,Eyeshadow,211,210,190,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377315,http://www.sephora.com/productimages/sku/s1680008-main-hero.jpg
Fresh Limonade,Sephora,Eyeshadow,203,227,164,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377316,http://www.sephora.com/productimages/sku/s1680370-main-hero.jpg
Tree-Hugger,Sephora,Eyeshadow,184,154,151,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377317,http://www.sephora.com/productimages/sku/s1680461-main-hero.jpg
My Dear Nude,Sephora,Eyeshadow,221,188,172,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377318,http://www.sephora.com/productimages/sku/s1680073-main-hero.jpg
Coffee  Break,Sephora,Eyeshadow,213,182,162,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377319,http://www.sephora.com/productimages/sku/s1425198-main-hero.jpg
Danger in Paradise,Sephora,Eyeshadow,191,163,142,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377320,http://www.sephora.com/productimages/sku/s1680156-main-hero.jpg
Panama Weekend,Sephora,Eyeshadow,247,217,206,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377321,http://www.sephora.com/productimages/sku/s1679562-main-hero.jpg
Bubble Shower,Sephora,Eyeshadow,228,211,195,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377322,http://www.sephora.com/productimages/sku/s1679927-main-hero.jpg
Cashmere Coat,Sephora,Eyeshadow,166,133,124,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377323,http://www.sephora.com/productimages/sku/s1424878-main-hero.jpg
Roasted Chesnuts,Sephora,Eyeshadow,166,146,135,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377324,http://www.sephora.com/productimages/sku/s1680263-main-hero.jpg
Morning Mocha,Sephora,Eyeshadow,149,126,112,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377325,http://www.sephora.com/productimages/sku/s1425222-main-hero.jpg
Cloudy City,Sephora,Eyeshadow,231,212,205,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377326,http://www.sephora.com/productimages/sku/s1679729-main-hero.jpg
Black Lace,Sephora,Eyeshadow,76,67,68,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377327,http://www.sephora.com/productimages/sku/s1680289-main-hero.jpg
N 20 Sailor Kiss,Sephora,Eyeshadow,49,55,79,$10.00,http://www.sephora.com/colorful-eyeshadow-shimmer-P377296?skuId=1424878&icid2=D%3Dc6%3Aproducts%20grid%3Ap377328,http://www.sephora.com/productimages/sku/s1423938-main-hero.jpg
blanc,Essie,NailPolish,227,225,216,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Sheers/blanc/blanc.png
baby's breath,Essie,NailPolish,232,222,219,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Sheers/babys-breath/babys_breath.png
nude beach,Essie,NailPolish,192,148,146,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Sheers/nude-beach/nude_beach.png
petal pink,Essie,NailPolish,211,169,183,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Sheers/petal-pink/petal_pink.png
fun in the gondola,Essie,NailPolish,178,131,140,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Pinks/fun-in-the-gondola/fun_in_the_gondola.png
pansy,Essie,NailPolish,212,153,177,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Pinks/pansy/pansy.png
brides no grooms,Essie,NailPolish,230,168,186,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Pinks/brides-no-grooms/brides-no-grooms.png
hubby for desert,Essie,NailPolish,238,224,230,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Plums/hubby-for-dessert/hubby-for-dessert.png
bahama mama,Essie,NailPolish,131,81,109,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Plums/bahama-mama/bahama_mama.png
raisinnuts,Essie,NailPolish,160,133,132,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Reds/raisinnuts/raisinnuts.png
jelly apple,Essie,NailPolish,191,141,138,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Reds/jelly-apple/jelly_apple.png
size matters,Essie,NailPolish,141,29,62,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Reds/size-matters/size_matters.png
van d'go,Essie,NailPolish,208,161,161,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Corals/van-dgo/van_dgo.png
coral reef,Essie,NailPolish,182,74,74,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Corals/coral-reef/coral_reef.png
braziliant,Essie,NailPolish,217,93,55,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Corals/braziliant/braziliant.png
sand tropez,Essie,NailPolish,207,190,179,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Neutrals/sand-tropez/sand_tropez.png
smokin' hot,Essie,NailPolish,79,60,73,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Grays/smokin-hot/smokin_hot.png
fashion playground,Essie,NailPolish,213,234,216,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Greens/fashion-playground/collection-shade_fashion-playground.png
melody maker,Essie,NailPolish,77,156,134,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Greens/melody-maker/colors_neons_melody-makers.png
viva antigua!,Essie,NailPolish,88,171,158,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Greens/viva-antigua/viva-antigua.png
bikini so teeny,Essie,NailPolish,187,210,241,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Blues/bikini-so-teeny/bikini_so_teeny.png
midnight cami,Essie,NailPolish,6,10,37,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Blues/midnight-cami/midnight_cami.png
velvet voyage,Essie,NailPolish,50,33,45,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Deeps/velvet-voyage/velvet_voyage.png
leggy legend,Essie,NailPolish,176,130,81,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/metallics/leggy-legend/leggy-legend.png
aim to misbehave,Essie,NailPolish,244,207,75,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/metallics/aim-to-misbehave/aim-to-misbehave.png
shifting power,Essie,NailPolish,184,153,90,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/metallics/shifting-power/shifting_power.png
carry on,Essie,NailPolish,72,25,47,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Deeps/carry-on/carry_on.png
mojito madness,Essie,NailPolish,129,185,128,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Greens/mojito-madness/mojito_madness.png
mint candy apple,Essie,NailPolish,192,218,192,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Greens/mint-candy-apple/mint_candy_apple.png
lacquered up,Essie,NailPolish,156,39,20,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Reds/lacquered-up/lacquered_up.png
cascade cool,Essie,NailPolish,240,187,227,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Pinks/cascade-cool/cascade_cool.png
mademoiselle,Essie,NailPolish,195,167,171,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Sheers/mademoiselle/mademoiselle.png
DJ-on-board,Essie,NailPolish,130,88,150,$8.50,http://www.essie.com/Colors/sheers/blanc.aspx,http://www.essie.com/~/media/Images/Essie/Global/Home/Colors/Plums/DJ-on-board/DJ-on-board.png